Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;1;log2;20.0
2;300;5;4;0.3;
3;300;10;1;log2;10.0
4;500;10;4;sqrt;20.0
5;300;10;2;0.3;10.0
6;500;5;2;sqrt;10.0
7;500;10;1;log2;10.0
8;300;2;1;0.3;
9;100;10;2;0.3;20.0
10;500;10;4;0.3;10.0
11;500;10;2;0.3;
12;300;5;4;log2;
13;200;10;1;sqrt;20.0
14;500;10;4;sqrt;
15;100;5;2;sqrt;20.0
16;200;5;2;log2;20.0
17;100;5;1;log2;20.0
18;300;5;1;sqrt;10.0
19;100;10;4;sqrt;
20;500;10;1;sqrt;
21;100;10;4;sqrt;10.0
22;100;5;2;log2;10.0
23;500;5;4;log2;20.0
24;500;10;1;sqrt;20.0
25;200;10;2;log2;10.0
26;500;10;1;log2;20.0
27;200;10;1;0.3;20.0
28;200;10;2;sqrt;20.0
29;300;2;4;sqrt;20.0
30;100;10;4;0.3;10.0
