Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;log2;20.0
2;100;2;2;sqrt;20.0
3;100;2;4;log2;20.0
4;100;10;2;log2;20.0
5;500;10;4;log2;
6;300;5;4;log2;20.0
7;200;5;1;log2;10.0
8;300;10;4;0.3;10.0
9;300;10;2;0.3;
10;500;2;4;0.3;20.0
11;100;5;1;0.3;10.0
12;500;10;2;log2;20.0
13;200;5;1;log2;20.0
14;200;2;2;sqrt;
15;500;5;4;sqrt;10.0
16;200;5;4;sqrt;20.0
17;100;10;1;0.3;20.0
18;100;10;4;0.3;20.0
19;300;5;4;0.3;10.0
20;300;10;4;log2;20.0
21;300;2;4;sqrt;20.0
22;500;2;4;sqrt;20.0
23;300;2;4;log2;
24;100;5;2;log2;20.0
25;500;2;4;sqrt;10.0
26;300;5;1;sqrt;
27;200;2;1;sqrt;10.0
28;200;5;2;sqrt;
29;100;2;1;log2;
30;500;5;1;sqrt;20.0
