Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;sqrt;20.0
2;300;5;2;sqrt;20.0
3;200;10;4;0.3;
4;500;10;2;sqrt;20.0
5;100;2;4;0.3;10.0
6;100;10;2;sqrt;10.0
7;500;10;4;sqrt;
8;200;10;4;log2;
9;200;2;1;0.3;
10;200;2;1;log2;20.0
11;100;2;4;sqrt;20.0
12;300;2;1;sqrt;10.0
13;500;2;1;0.3;10.0
14;100;5;2;log2;
15;200;5;4;0.3;10.0
16;500;10;1;log2;10.0
17;100;5;4;0.3;
18;300;5;4;log2;
19;500;5;4;log2;
20;300;10;2;0.3;
21;100;2;1;sqrt;
22;300;2;1;0.3;
23;500;5;1;log2;20.0
24;200;5;1;sqrt;20.0
25;100;2;1;log2;10.0
26;200;5;2;log2;10.0
27;100;2;1;0.3;
28;200;10;2;0.3;10.0
29;200;5;1;log2;20.0
30;200;2;4;sqrt;
