Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;sqrt;
2;100;10;1;log2;
3;500;5;1;log2;
4;100;5;4;sqrt;10.0
5;500;5;2;0.3;
6;200;2;2;log2;20.0
7;300;10;1;log2;20.0
8;100;10;4;log2;10.0
9;300;10;2;log2;10.0
10;200;2;2;sqrt;10.0
11;200;5;2;0.3;10.0
12;100;2;4;sqrt;10.0
13;300;2;4;sqrt;20.0
14;100;5;1;0.3;20.0
15;300;2;2;log2;20.0
16;500;10;1;sqrt;10.0
17;300;5;2;0.3;20.0
18;300;5;1;0.3;
19;300;5;2;log2;
20;300;2;4;0.3;10.0
21;200;2;2;log2;
22;500;5;2;log2;10.0
23;500;2;2;log2;
24;500;2;4;log2;
25;100;5;2;log2;20.0
26;500;5;4;sqrt;10.0
27;300;10;2;0.3;
28;200;10;1;log2;20.0
29;200;5;4;log2;
30;200;2;2;0.3;20.0
