Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;20.0
2;200;10;4;0.3;20.0
3;200;2;1;sqrt;20.0
4;300;2;2;sqrt;20.0
5;500;2;4;0.3;10.0
6;500;10;1;log2;10.0
7;500;5;4;sqrt;
8;300;10;1;log2;20.0
9;200;2;1;log2;10.0
10;200;10;1;0.3;10.0
11;500;10;2;log2;20.0
12;100;2;2;sqrt;
13;500;2;4;0.3;20.0
14;500;5;1;log2;20.0
15;200;2;2;log2;20.0
16;500;2;1;sqrt;20.0
17;500;2;4;sqrt;20.0
18;500;5;2;log2;10.0
19;100;10;2;0.3;10.0
20;100;5;4;sqrt;10.0
21;500;2;4;sqrt;10.0
22;500;10;4;log2;10.0
23;200;10;1;0.3;
24;300;5;2;sqrt;10.0
25;200;10;1;log2;
26;100;10;4;log2;10.0
27;200;10;1;log2;20.0
28;200;5;1;0.3;10.0
29;500;2;1;log2;10.0
30;100;10;2;sqrt;
