Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;
2;500;2;4;log2;10.0
3;100;5;2;sqrt;10.0
4;100;10;2;0.3;
5;500;10;2;sqrt;
6;100;10;4;sqrt;20.0
7;300;10;1;log2;
8;200;2;2;0.3;10.0
9;100;5;1;sqrt;20.0
10;100;5;2;sqrt;20.0
11;300;2;2;log2;20.0
12;300;5;1;sqrt;10.0
13;100;5;1;log2;10.0
14;300;2;1;0.3;
15;100;5;4;log2;10.0
16;500;2;1;log2;
17;200;5;2;sqrt;20.0
18;100;10;2;0.3;10.0
19;300;10;1;0.3;10.0
20;100;5;4;sqrt;10.0
21;500;2;2;log2;20.0
22;500;10;2;0.3;20.0
23;300;10;4;log2;10.0
24;500;2;2;sqrt;10.0
25;500;2;2;0.3;10.0
26;300;2;1;0.3;10.0
27;200;2;1;log2;20.0
28;500;2;4;log2;20.0
29;100;2;2;sqrt;20.0
30;300;10;1;sqrt;20.0
