Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;20.0
2;100;5;1;sqrt;20.0
3;100;10;2;0.3;10.0
4;500;5;4;sqrt;10.0
5;200;10;1;log2;20.0
6;300;2;4;log2;
7;100;10;2;sqrt;20.0
8;200;10;1;sqrt;10.0
9;100;10;1;0.3;10.0
10;500;2;4;sqrt;20.0
11;200;2;2;log2;
12;100;2;2;0.3;10.0
13;300;5;2;log2;20.0
14;300;10;2;log2;20.0
15;300;5;4;log2;20.0
16;500;2;4;log2;10.0
17;500;2;1;log2;20.0
18;300;5;1;0.3;20.0
19;300;2;2;log2;10.0
20;500;5;1;log2;10.0
21;100;2;4;log2;
22;100;10;1;log2;20.0
23;200;5;4;0.3;10.0
24;200;2;2;log2;20.0
25;200;5;1;sqrt;10.0
26;500;2;1;log2;
27;200;2;1;sqrt;10.0
28;300;10;1;log2;10.0
29;200;2;2;0.3;20.0
30;300;2;4;sqrt;
