Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;4;sqrt;10.0
2;100;10;1;log2;
3;300;2;1;0.3;10.0
4;500;5;1;sqrt;20.0
5;500;10;4;log2;20.0
6;300;5;1;sqrt;
7;100;5;4;log2;20.0
8;100;2;1;0.3;10.0
9;300;10;2;0.3;
10;100;5;1;0.3;20.0
11;100;10;2;0.3;20.0
12;200;2;2;sqrt;
13;100;5;2;log2;10.0
14;500;2;1;0.3;10.0
15;300;10;1;0.3;
16;500;10;2;0.3;10.0
17;100;5;4;log2;10.0
18;100;10;4;0.3;20.0
19;200;10;4;0.3;
20;500;5;4;sqrt;10.0
21;500;2;4;log2;10.0
22;300;5;4;0.3;
23;100;5;1;0.3;10.0
24;100;5;1;log2;10.0
25;300;10;4;0.3;20.0
26;300;2;2;log2;20.0
27;100;10;4;0.3;
28;100;10;2;sqrt;
29;200;5;2;0.3;
30;300;10;2;log2;20.0
