Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;sqrt;
2;100;2;2;sqrt;20.0
3;200;10;4;sqrt;20.0
4;300;5;2;0.3;10.0
5;300;5;1;sqrt;20.0
6;100;2;4;log2;
7;200;2;1;0.3;
8;200;5;4;sqrt;
9;100;10;4;log2;20.0
10;100;5;4;sqrt;10.0
11;500;2;4;log2;
12;100;10;4;sqrt;20.0
13;200;10;2;log2;20.0
14;200;2;2;log2;
15;200;10;4;0.3;
16;200;2;2;log2;20.0
17;500;10;1;0.3;
18;300;2;4;sqrt;10.0
19;500;5;2;log2;20.0
20;100;2;1;log2;20.0
21;200;5;1;0.3;
22;500;10;4;log2;
23;300;2;1;log2;
24;100;10;2;sqrt;10.0
25;500;5;4;sqrt;10.0
26;500;5;4;log2;10.0
27;300;10;2;log2;
28;100;5;2;sqrt;
29;500;2;4;0.3;10.0
30;500;10;4;0.3;
