Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;sqrt;20.0
2;200;5;2;sqrt;20.0
3;100;5;4;sqrt;
4;200;2;1;log2;
5;300;5;1;log2;10.0
6;300;10;4;0.3;
7;300;5;1;0.3;
8;200;5;4;0.3;20.0
9;200;2;2;0.3;20.0
10;300;10;2;sqrt;20.0
11;500;2;2;log2;
12;100;2;4;sqrt;20.0
13;100;10;4;0.3;10.0
14;200;5;2;0.3;10.0
15;200;10;4;0.3;
16;200;2;1;0.3;20.0
17;500;10;4;sqrt;
18;200;10;2;0.3;
19;100;5;1;0.3;20.0
20;300;2;2;log2;20.0
21;200;2;1;log2;20.0
22;300;2;1;log2;20.0
23;500;2;4;sqrt;20.0
24;100;10;1;log2;
25;500;2;2;log2;10.0
26;500;5;2;log2;10.0
27;300;10;1;0.3;20.0
28;500;10;2;log2;20.0
29;500;10;2;sqrt;20.0
30;200;10;4;log2;10.0
