Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;1;sqrt;10.0
2;500;2;1;log2;
3;500;10;4;sqrt;
4;300;10;4;sqrt;20.0
5;500;2;2;log2;10.0
6;100;10;4;0.3;10.0
7;100;5;1;sqrt;10.0
8;200;5;1;sqrt;
9;500;10;2;sqrt;10.0
10;300;2;4;sqrt;20.0
11;500;5;4;sqrt;
12;100;2;4;sqrt;
13;200;10;2;sqrt;
14;300;5;2;0.3;10.0
15;200;2;4;log2;
16;200;5;2;sqrt;
17;500;10;2;0.3;20.0
18;500;5;4;0.3;10.0
19;100;5;2;sqrt;
20;200;10;1;sqrt;10.0
21;100;2;2;sqrt;20.0
22;100;5;1;sqrt;20.0
23;200;5;2;log2;10.0
24;100;2;1;0.3;10.0
25;300;10;2;log2;
26;500;5;1;sqrt;
27;200;2;4;log2;20.0
28;200;10;2;log2;10.0
29;200;10;4;0.3;20.0
30;300;10;4;sqrt;10.0
