Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;0.3;20.0
2;500;10;1;sqrt;20.0
3;500;2;2;log2;20.0
4;200;2;1;0.3;10.0
5;100;10;4;log2;20.0
6;300;5;2;0.3;20.0
7;100;5;1;log2;10.0
8;100;5;4;0.3;10.0
9;300;5;1;0.3;
10;100;10;1;sqrt;20.0
11;300;10;2;0.3;
12;500;5;2;0.3;20.0
13;100;5;1;log2;20.0
14;200;10;2;sqrt;
15;200;5;2;log2;10.0
16;300;5;2;0.3;10.0
17;300;2;4;log2;
18;100;5;4;log2;
19;100;10;2;log2;20.0
20;100;5;2;log2;10.0
21;500;2;4;sqrt;20.0
22;500;2;4;sqrt;
23;500;5;4;log2;20.0
24;200;5;1;sqrt;10.0
25;200;2;4;log2;10.0
26;200;2;2;log2;
27;300;5;1;log2;10.0
28;300;2;2;0.3;
29;500;2;2;0.3;
30;300;2;4;log2;10.0
