Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;sqrt;
2;200;2;4;sqrt;20.0
3;500;2;2;log2;10.0
4;200;10;1;0.3;20.0
5;300;5;2;sqrt;20.0
6;200;10;2;0.3;
7;500;2;1;sqrt;
8;200;10;2;sqrt;
9;100;5;1;sqrt;
10;100;5;4;0.3;20.0
11;300;10;4;0.3;
12;500;2;2;0.3;10.0
13;100;5;4;log2;
14;100;10;4;0.3;20.0
15;200;2;1;0.3;
16;500;10;2;log2;10.0
17;100;10;1;0.3;
18;500;10;2;log2;20.0
19;300;2;4;log2;10.0
20;200;10;2;log2;10.0
21;500;5;4;log2;
22;500;10;2;sqrt;
23;300;5;2;0.3;
24;100;5;1;sqrt;20.0
25;300;2;4;sqrt;
26;300;2;1;0.3;10.0
27;100;2;4;sqrt;
28;100;10;2;0.3;
29;100;2;1;sqrt;10.0
30;300;5;2;0.3;10.0
