Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;20.0
2;100;5;4;log2;
3;100;5;4;sqrt;
4;200;5;4;log2;
5;100;10;2;log2;20.0
6;100;10;1;log2;
7;300;2;4;log2;10.0
8;300;5;1;sqrt;10.0
9;200;2;1;sqrt;10.0
10;200;5;4;log2;20.0
11;200;2;1;log2;20.0
12;100;2;1;log2;10.0
13;100;5;2;sqrt;
14;200;5;1;log2;20.0
15;100;5;2;0.3;20.0
16;300;5;4;sqrt;20.0
17;100;2;1;0.3;
18;500;5;2;log2;20.0
19;500;2;4;0.3;10.0
20;300;5;4;log2;10.0
21;500;5;2;0.3;10.0
22;100;10;4;0.3;10.0
23;300;10;1;sqrt;
24;300;10;4;sqrt;20.0
25;100;2;4;log2;10.0
26;500;5;4;0.3;10.0
27;200;5;1;log2;10.0
28;200;2;1;0.3;
29;200;2;4;log2;
30;300;10;1;log2;
