Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;sqrt;20.0
2;200;10;4;log2;
3;100;10;1;0.3;
4;500;2;1;log2;20.0
5;300;10;4;log2;10.0
6;500;10;4;sqrt;
7;500;10;1;sqrt;20.0
8;200;10;1;log2;
9;200;5;4;sqrt;
10;200;2;1;0.3;10.0
11;500;10;1;0.3;20.0
12;200;2;2;0.3;10.0
13;200;10;4;log2;20.0
14;300;5;2;log2;
15;200;5;4;0.3;
16;500;5;2;log2;10.0
17;500;2;1;log2;10.0
18;500;2;1;sqrt;20.0
19;300;5;1;log2;20.0
20;100;5;4;log2;10.0
21;100;2;2;sqrt;20.0
22;100;10;2;log2;10.0
23;500;5;1;0.3;
24;300;10;2;0.3;20.0
25;100;10;4;log2;10.0
26;200;5;2;log2;10.0
27;100;5;1;log2;10.0
28;100;2;4;sqrt;
29;500;5;2;sqrt;
30;100;2;4;log2;20.0
