Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;4;sqrt;
2;300;10;1;log2;10.0
3;300;10;2;0.3;
4;300;2;4;sqrt;10.0
5;200;10;1;sqrt;10.0
6;100;2;4;0.3;10.0
7;200;5;2;sqrt;20.0
8;300;10;1;sqrt;10.0
9;100;5;4;sqrt;20.0
10;100;2;2;sqrt;10.0
11;500;2;2;sqrt;20.0
12;100;10;4;log2;10.0
13;500;10;2;0.3;20.0
14;100;2;2;sqrt;20.0
15;500;2;1;sqrt;10.0
16;100;2;2;log2;20.0
17;100;2;1;0.3;
18;100;10;2;sqrt;
19;100;5;4;0.3;20.0
20;100;5;1;log2;10.0
21;300;5;2;log2;10.0
22;100;10;1;sqrt;10.0
23;300;2;4;sqrt;
24;500;5;1;sqrt;20.0
25;300;10;1;sqrt;20.0
26;300;10;4;0.3;20.0
27;500;2;4;log2;20.0
28;300;2;2;log2;10.0
29;100;5;1;0.3;20.0
30;200;2;1;log2;10.0
