Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;sqrt;
2;200;2;4;log2;20.0
3;300;10;2;0.3;
4;300;10;4;log2;10.0
5;200;2;4;sqrt;10.0
6;500;5;2;0.3;
7;500;5;2;sqrt;
8;500;5;2;log2;20.0
9;300;10;4;sqrt;
10;300;5;4;sqrt;
11;500;10;1;0.3;
12;100;2;1;log2;10.0
13;100;10;1;sqrt;20.0
14;300;2;2;sqrt;20.0
15;500;5;1;0.3;10.0
16;300;5;1;0.3;10.0
17;300;2;4;sqrt;10.0
18;200;5;2;0.3;10.0
19;500;2;1;sqrt;
20;300;2;4;sqrt;20.0
21;500;2;4;sqrt;20.0
22;500;5;1;0.3;20.0
23;300;5;1;sqrt;
24;200;5;1;0.3;20.0
25;500;10;1;0.3;20.0
26;100;2;1;0.3;10.0
27;500;2;1;0.3;20.0
28;100;10;2;log2;10.0
29;500;10;4;0.3;10.0
30;500;2;2;0.3;
