Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;sqrt;20.0
2;100;2;4;sqrt;10.0
3;100;5;4;sqrt;10.0
4;300;10;1;log2;10.0
5;100;10;1;0.3;10.0
6;300;2;4;sqrt;20.0
7;200;10;4;sqrt;10.0
8;300;10;4;0.3;20.0
9;200;5;4;log2;20.0
10;200;10;4;sqrt;20.0
11;500;10;1;0.3;
12;100;10;2;log2;
13;500;10;4;sqrt;20.0
14;500;2;1;0.3;10.0
15;200;5;1;log2;10.0
16;200;10;1;0.3;20.0
17;200;10;2;log2;
18;300;10;4;log2;20.0
19;300;10;2;sqrt;20.0
20;200;5;2;0.3;
21;500;10;2;sqrt;10.0
22;200;10;1;0.3;10.0
23;100;5;4;0.3;10.0
24;100;10;1;0.3;
25;500;5;2;0.3;
26;200;2;2;0.3;10.0
27;300;10;1;log2;
28;100;10;4;sqrt;20.0
29;300;10;2;log2;
30;500;2;4;0.3;
