Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;2;sqrt;
2;200;5;4;0.3;10.0
3;500;10;4;0.3;10.0
4;100;10;2;sqrt;20.0
5;100;5;1;0.3;10.0
6;200;10;1;sqrt;20.0
7;200;2;4;0.3;
8;100;5;4;sqrt;20.0
9;100;5;2;0.3;10.0
10;100;10;1;log2;10.0
11;200;10;4;sqrt;10.0
12;300;5;4;sqrt;
13;100;2;4;sqrt;
14;300;10;1;sqrt;
15;300;5;4;sqrt;20.0
16;100;5;4;0.3;10.0
17;200;10;1;0.3;20.0
18;200;10;2;0.3;
19;100;10;4;log2;10.0
20;200;5;2;0.3;20.0
21;100;10;1;log2;
22;200;2;1;sqrt;10.0
23;200;2;2;0.3;10.0
24;100;5;2;sqrt;10.0
25;100;10;4;sqrt;10.0
26;500;5;2;log2;10.0
27;100;10;1;log2;20.0
28;100;2;2;log2;10.0
29;500;10;4;sqrt;10.0
30;100;5;4;log2;10.0
