Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;
2;300;10;1;log2;10.0
3;300;2;4;log2;
4;100;10;4;sqrt;
5;100;5;2;0.3;
6;500;10;1;sqrt;10.0
7;300;10;2;log2;
8;500;5;2;log2;20.0
9;200;2;4;sqrt;10.0
10;300;5;1;0.3;10.0
11;300;5;2;sqrt;
12;500;10;1;0.3;20.0
13;100;5;2;sqrt;20.0
14;200;10;4;0.3;20.0
15;200;10;4;log2;10.0
16;300;2;1;sqrt;
17;200;5;2;sqrt;
18;500;5;4;0.3;20.0
19;300;10;4;log2;
20;200;2;4;0.3;10.0
21;300;2;4;0.3;10.0
22;200;5;2;log2;10.0
23;100;5;1;sqrt;10.0
24;300;10;2;log2;10.0
25;100;2;1;sqrt;20.0
26;100;2;4;0.3;10.0
27;200;5;4;sqrt;10.0
28;100;2;4;sqrt;10.0
29;100;5;1;0.3;
30;500;10;1;log2;10.0
