Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;log2;20.0
2;100;5;2;log2;10.0
3;200;10;4;0.3;
4;200;5;1;0.3;
5;500;2;4;sqrt;20.0
6;200;10;2;0.3;10.0
7;500;10;1;0.3;10.0
8;500;2;4;0.3;20.0
9;100;10;4;0.3;10.0
10;500;2;1;sqrt;10.0
11;100;10;1;0.3;20.0
12;300;10;2;sqrt;20.0
13;500;10;1;0.3;
14;500;10;2;sqrt;10.0
15;300;10;2;0.3;20.0
16;200;5;2;sqrt;10.0
17;500;5;1;0.3;
18;200;5;2;log2;
19;100;2;4;sqrt;10.0
20;500;2;2;log2;10.0
21;300;2;1;0.3;20.0
22;200;2;1;sqrt;20.0
23;100;5;4;sqrt;20.0
24;500;5;4;sqrt;
25;200;10;2;log2;10.0
26;100;2;4;sqrt;
27;500;5;4;0.3;20.0
28;100;2;1;0.3;10.0
29;100;5;2;log2;
30;200;5;4;log2;
