Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;sqrt;
2;500;2;4;0.3;20.0
3;200;5;1;sqrt;
4;200;5;1;log2;
5;300;2;1;sqrt;
6;500;5;2;log2;
7;200;2;4;sqrt;
8;300;10;1;log2;
9;100;5;2;sqrt;10.0
10;100;10;1;sqrt;10.0
11;200;5;4;0.3;10.0
12;300;2;1;log2;10.0
13;100;2;2;log2;
14;300;2;1;0.3;20.0
15;300;2;4;0.3;20.0
16;200;2;2;0.3;20.0
17;100;10;1;0.3;10.0
18;500;2;2;sqrt;10.0
19;300;5;2;0.3;10.0
20;500;5;4;0.3;10.0
21;200;2;2;log2;
22;500;10;1;0.3;20.0
23;100;10;1;log2;20.0
24;200;2;4;sqrt;20.0
25;300;2;2;sqrt;
26;500;2;4;sqrt;20.0
27;100;10;4;0.3;
28;300;5;4;0.3;
29;500;5;4;0.3;20.0
30;500;10;4;sqrt;10.0
