Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;log2;
2;100;10;4;sqrt;20.0
3;300;10;4;0.3;10.0
4;300;10;2;0.3;10.0
5;500;5;2;sqrt;10.0
6;100;5;1;sqrt;
7;500;2;2;log2;
8;500;10;2;0.3;10.0
9;300;10;2;0.3;20.0
10;100;5;2;sqrt;
11;100;2;1;0.3;20.0
12;100;2;4;0.3;
13;300;2;1;sqrt;10.0
14;500;10;1;log2;10.0
15;200;5;4;sqrt;
16;100;10;2;sqrt;
17;100;2;4;sqrt;10.0
18;200;2;1;sqrt;10.0
19;100;5;4;log2;
20;200;10;4;log2;10.0
21;500;10;1;log2;20.0
22;100;5;2;log2;
23;100;10;1;log2;20.0
24;500;5;4;log2;10.0
25;500;10;4;log2;10.0
26;300;5;1;log2;10.0
27;200;5;2;0.3;10.0
28;500;2;2;log2;20.0
29;500;5;4;0.3;
30;100;5;2;0.3;
