Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;0.3;20.0
2;300;5;2;log2;20.0
3;100;2;2;0.3;
4;100;2;2;sqrt;10.0
5;100;10;4;log2;10.0
6;200;5;4;log2;10.0
7;100;10;4;sqrt;10.0
8;500;5;1;sqrt;
9;200;5;2;log2;
10;100;5;2;0.3;20.0
11;300;2;1;log2;20.0
12;500;2;2;0.3;10.0
13;300;5;2;sqrt;20.0
14;500;10;1;log2;10.0
15;300;10;2;0.3;10.0
16;500;5;4;0.3;
17;100;5;2;sqrt;10.0
18;200;5;4;0.3;
19;100;2;2;0.3;20.0
20;100;5;2;log2;
21;200;10;4;log2;
22;200;2;2;sqrt;
23;100;10;1;sqrt;20.0
24;300;2;4;0.3;10.0
25;500;5;2;0.3;
26;500;10;4;0.3;
27;300;10;1;log2;20.0
28;100;2;4;0.3;
29;200;10;4;log2;10.0
30;200;2;4;0.3;
