Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;log2;
2;300;5;4;sqrt;
3;500;2;2;sqrt;10.0
4;300;10;2;log2;10.0
5;300;10;1;sqrt;10.0
6;100;2;2;log2;20.0
7;200;10;4;log2;
8;200;2;2;log2;10.0
9;500;2;4;log2;
10;100;10;2;sqrt;
11;100;10;4;log2;10.0
12;200;5;2;0.3;10.0
13;300;2;4;log2;10.0
14;300;2;2;sqrt;20.0
15;500;10;4;log2;20.0
16;200;10;1;sqrt;
17;500;5;2;sqrt;10.0
18;100;2;2;sqrt;
19;500;5;4;0.3;
20;300;5;1;log2;10.0
21;500;5;4;sqrt;10.0
22;100;2;2;0.3;20.0
23;100;2;1;0.3;20.0
24;100;5;2;log2;
25;200;5;1;0.3;20.0
26;100;2;4;log2;10.0
27;200;10;1;log2;
28;300;10;2;0.3;10.0
29;500;10;4;0.3;
30;300;5;4;0.3;20.0
