Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;log2;20.0
2;300;2;1;0.3;20.0
3;300;10;1;sqrt;10.0
4;300;10;1;log2;10.0
5;100;10;2;0.3;
6;200;10;2;sqrt;10.0
7;100;5;2;sqrt;20.0
8;500;2;2;log2;10.0
9;500;2;2;sqrt;20.0
10;100;10;1;log2;20.0
11;100;10;4;0.3;10.0
12;200;10;2;sqrt;20.0
13;100;5;1;log2;20.0
14;500;10;1;0.3;
15;300;10;4;sqrt;10.0
16;100;2;4;sqrt;10.0
17;500;5;2;log2;20.0
18;500;10;1;log2;10.0
19;500;2;4;log2;
20;100;10;1;log2;10.0
21;500;2;4;0.3;20.0
22;300;10;2;log2;10.0
23;300;2;4;log2;10.0
24;200;10;2;log2;10.0
25;500;2;1;log2;20.0
26;500;5;2;0.3;
27;300;5;2;log2;10.0
28;200;5;2;log2;20.0
29;100;10;4;sqrt;20.0
30;200;10;4;log2;
