Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;0.3;
2;200;10;1;0.3;
3;300;2;1;0.3;20.0
4;200;10;4;sqrt;
5;500;10;1;log2;
6;300;5;2;sqrt;20.0
7;200;2;1;sqrt;10.0
8;300;5;4;sqrt;10.0
9;500;5;4;log2;
10;200;2;2;log2;20.0
11;500;5;1;0.3;10.0
12;300;10;1;sqrt;
13;300;2;2;sqrt;10.0
14;500;10;4;0.3;
15;100;5;2;log2;20.0
16;300;5;2;sqrt;
17;500;2;2;0.3;20.0
18;500;5;1;log2;20.0
19;100;10;2;log2;10.0
20;300;5;4;0.3;20.0
21;100;10;1;0.3;20.0
22;200;10;4;0.3;20.0
23;100;5;2;sqrt;
24;100;5;4;0.3;20.0
25;300;2;2;log2;10.0
26;100;5;4;log2;20.0
27;100;10;2;log2;20.0
28;500;2;4;0.3;10.0
29;300;2;1;log2;20.0
30;100;10;2;0.3;
