Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;2;0.3;20.0
2;100;2;1;sqrt;10.0
3;200;5;1;sqrt;20.0
4;300;10;1;sqrt;
5;100;10;1;log2;10.0
6;500;10;1;sqrt;
7;500;10;4;0.3;20.0
8;100;5;2;log2;20.0
9;100;2;1;sqrt;20.0
10;200;2;2;sqrt;
11;200;10;2;log2;
12;300;5;4;sqrt;20.0
13;100;5;4;0.3;10.0
14;100;5;1;0.3;10.0
15;500;10;1;0.3;
16;200;2;4;0.3;
17;200;10;1;log2;10.0
18;500;5;4;0.3;
19;500;2;4;0.3;10.0
20;500;5;2;sqrt;10.0
21;100;10;2;sqrt;20.0
22;200;2;4;0.3;20.0
23;300;10;2;0.3;10.0
24;300;2;1;0.3;
25;500;10;4;log2;20.0
26;100;10;2;0.3;
27;500;2;2;0.3;
28;300;5;2;0.3;10.0
29;100;2;4;sqrt;10.0
30;300;5;1;sqrt;20.0
