Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;sqrt;
2;500;10;4;log2;
3;200;10;1;0.3;10.0
4;300;2;1;log2;10.0
5;100;10;2;log2;20.0
6;500;10;4;sqrt;10.0
7;500;5;1;0.3;
8;300;10;1;0.3;10.0
9;200;2;1;log2;
10;100;2;2;0.3;10.0
11;500;10;4;log2;20.0
12;200;2;4;log2;10.0
13;200;10;2;sqrt;20.0
14;100;5;1;sqrt;
15;200;10;1;sqrt;
16;300;5;4;sqrt;
17;100;2;4;0.3;20.0
18;500;10;4;0.3;10.0
19;300;10;2;0.3;
20;500;5;4;sqrt;
21;200;2;4;0.3;
22;500;10;4;sqrt;20.0
23;500;2;4;0.3;20.0
24;200;2;4;0.3;10.0
25;200;10;4;log2;20.0
26;100;10;1;sqrt;20.0
27;500;5;4;log2;20.0
28;100;10;1;log2;10.0
29;300;2;2;sqrt;
30;500;10;2;log2;20.0
