Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;0.3;20.0
2;500;5;4;log2;
3;300;10;4;log2;10.0
4;300;10;2;sqrt;
5;100;2;2;log2;
6;500;5;2;0.3;20.0
7;300;10;4;log2;20.0
8;100;2;4;log2;
9;500;10;1;0.3;
10;100;2;1;sqrt;10.0
11;300;2;4;sqrt;10.0
12;100;10;1;0.3;20.0
13;200;5;4;0.3;10.0
14;200;2;2;sqrt;10.0
15;500;10;4;sqrt;20.0
16;100;2;2;sqrt;
17;500;5;1;log2;
18;200;5;1;0.3;
19;500;2;4;0.3;20.0
20;500;5;2;log2;10.0
21;200;2;2;log2;
22;500;2;4;sqrt;10.0
23;100;5;1;0.3;20.0
24;300;5;2;0.3;10.0
25;200;2;2;sqrt;
26;200;2;2;sqrt;20.0
27;300;5;1;sqrt;20.0
28;100;5;2;0.3;20.0
29;200;5;2;sqrt;
30;300;2;1;log2;20.0
