Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;1;log2;10.0
2;500;2;1;log2;
3;500;5;1;sqrt;20.0
4;300;2;4;sqrt;10.0
5;200;5;2;sqrt;20.0
6;500;5;2;0.3;20.0
7;200;10;2;0.3;20.0
8;300;10;4;sqrt;
9;500;10;4;0.3;10.0
10;500;10;4;log2;20.0
11;500;5;2;sqrt;10.0
12;200;10;2;sqrt;10.0
13;100;10;2;log2;10.0
14;200;2;4;sqrt;
15;500;2;4;0.3;
16;500;10;2;sqrt;
17;100;5;1;0.3;
18;200;5;1;sqrt;
19;100;2;2;log2;20.0
20;100;5;4;log2;20.0
21;300;5;4;sqrt;10.0
22;100;10;4;sqrt;20.0
23;500;10;1;sqrt;
24;300;5;4;0.3;
25;200;10;2;log2;
26;100;5;1;sqrt;10.0
27;200;5;2;0.3;
28;300;5;2;sqrt;20.0
29;100;2;4;0.3;
30;500;10;1;0.3;20.0
