Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;log2;20.0
2;200;5;2;log2;10.0
3;300;2;2;0.3;
4;200;5;4;sqrt;10.0
5;300;5;4;sqrt;
6;200;2;2;sqrt;
7;300;10;1;0.3;20.0
8;300;5;4;log2;
9;300;5;4;log2;10.0
10;500;5;2;0.3;20.0
11;100;5;1;log2;10.0
12;200;10;4;log2;
13;100;10;2;sqrt;20.0
14;100;5;1;0.3;
15;200;2;4;log2;20.0
16;200;2;4;sqrt;20.0
17;200;5;4;0.3;
18;300;2;4;0.3;
19;300;5;1;sqrt;10.0
20;100;5;2;sqrt;
21;100;2;1;0.3;10.0
22;200;2;1;0.3;
23;300;5;4;0.3;20.0
24;300;2;1;0.3;
25;300;10;2;log2;
26;200;10;2;sqrt;10.0
27;500;5;4;log2;20.0
28;300;10;1;log2;20.0
29;500;5;1;0.3;10.0
30;300;2;2;log2;
