Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;sqrt;
2;500;10;1;sqrt;
3;100;10;1;sqrt;
4;200;5;1;log2;20.0
5;200;2;1;log2;20.0
6;300;5;2;0.3;20.0
7;200;2;2;log2;
8;100;5;2;log2;10.0
9;100;2;2;0.3;20.0
10;200;2;1;sqrt;20.0
11;100;10;2;log2;
12;500;10;4;log2;10.0
13;300;2;2;sqrt;10.0
14;100;5;2;log2;
15;300;10;4;log2;10.0
16;500;10;2;log2;10.0
17;200;5;2;sqrt;10.0
18;200;5;1;0.3;10.0
19;500;10;2;log2;20.0
20;100;10;1;0.3;
21;300;5;1;log2;20.0
22;200;2;1;0.3;
23;300;2;4;log2;10.0
24;100;10;4;0.3;10.0
25;500;2;2;log2;20.0
26;200;2;1;log2;
27;100;5;1;sqrt;20.0
28;100;5;1;log2;20.0
29;200;10;2;log2;20.0
30;300;2;2;sqrt;
