Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;2;log2;
2;300;5;1;sqrt;
3;200;2;1;0.3;10.0
4;200;10;4;sqrt;
5;200;5;2;0.3;20.0
6;500;5;1;sqrt;
7;100;10;1;sqrt;20.0
8;500;5;4;log2;
9;200;10;2;sqrt;20.0
10;100;2;2;log2;
11;500;10;1;sqrt;20.0
12;100;2;4;log2;20.0
13;500;10;1;log2;10.0
14;500;5;1;log2;20.0
15;200;10;1;sqrt;10.0
16;500;2;4;0.3;20.0
17;200;2;1;sqrt;20.0
18;300;5;1;log2;
19;300;10;4;log2;10.0
20;100;5;2;0.3;
21;500;5;4;0.3;20.0
22;100;2;1;0.3;10.0
23;300;5;4;sqrt;
24;300;2;2;log2;20.0
25;100;2;2;sqrt;20.0
26;300;5;4;log2;10.0
27;100;10;1;sqrt;
28;300;5;4;sqrt;10.0
29;100;2;1;sqrt;20.0
30;500;5;1;0.3;
