Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;0.3;10.0
2;200;2;2;sqrt;10.0
3;200;2;1;sqrt;
4;300;5;1;log2;
5;300;2;1;log2;20.0
6;200;5;2;0.3;20.0
7;300;2;4;0.3;
8;100;10;4;0.3;10.0
9;500;2;1;0.3;
10;500;10;2;sqrt;
11;100;5;2;sqrt;20.0
12;200;5;1;0.3;20.0
13;100;5;1;sqrt;
14;500;5;1;sqrt;10.0
15;200;10;4;log2;10.0
16;200;10;1;log2;20.0
17;100;10;1;sqrt;20.0
18;200;5;1;sqrt;10.0
19;500;2;2;0.3;20.0
20;300;2;1;0.3;
21;300;5;1;sqrt;10.0
22;300;10;2;0.3;
23;500;5;4;sqrt;10.0
24;100;2;1;sqrt;10.0
25;100;5;4;log2;
26;300;2;4;sqrt;10.0
27;200;5;4;0.3;20.0
28;500;2;4;sqrt;10.0
29;100;2;1;0.3;
30;300;2;2;sqrt;
