Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;sqrt;20.0
2;300;2;2;0.3;
3;300;2;2;0.3;10.0
4;100;10;2;sqrt;10.0
5;500;2;1;sqrt;10.0
6;500;2;2;0.3;10.0
7;500;10;2;log2;
8;300;10;2;log2;10.0
9;500;2;2;sqrt;10.0
10;100;10;2;sqrt;
11;300;5;2;0.3;10.0
12;500;10;4;0.3;10.0
13;100;5;1;0.3;20.0
14;200;10;2;sqrt;
15;500;10;4;sqrt;20.0
16;200;10;1;log2;10.0
17;300;2;4;0.3;10.0
18;100;5;2;log2;20.0
19;100;2;4;log2;20.0
20;300;5;1;0.3;
21;300;10;1;sqrt;
22;200;5;2;log2;20.0
23;100;10;1;log2;
24;500;10;2;0.3;10.0
25;500;10;1;0.3;20.0
26;100;5;4;sqrt;
27;200;2;2;log2;10.0
28;500;2;2;log2;20.0
29;500;2;4;0.3;10.0
30;500;10;2;0.3;
