Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;2;4;sqrt;10.0
2;100;10;4;sqrt;20.0
3;100;10;1;log2;20.0
4;300;5;4;log2;
5;200;10;2;sqrt;10.0
6;300;10;2;0.3;
7;200;5;2;log2;
8;200;10;2;0.3;
9;500;10;4;0.3;
10;200;10;4;0.3;10.0
11;300;5;4;0.3;
12;500;2;4;sqrt;20.0
13;500;2;4;0.3;10.0
14;500;5;4;sqrt;
15;200;5;4;sqrt;
16;500;2;4;0.3;20.0
17;100;2;2;log2;10.0
18;200;5;4;log2;10.0
19;100;10;1;0.3;20.0
20;100;10;1;0.3;10.0
21;100;2;1;log2;10.0
22;300;2;4;sqrt;
23;300;2;2;0.3;20.0
24;100;2;4;log2;10.0
25;300;2;2;0.3;10.0
26;300;5;2;sqrt;20.0
27;500;5;1;log2;20.0
28;500;10;4;0.3;10.0
29;300;2;4;0.3;10.0
30;200;2;1;log2;10.0
