Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;2;0.3;10.0
2;100;2;1;sqrt;
3;500;10;1;0.3;10.0
4;100;5;1;0.3;20.0
5;500;5;4;0.3;
6;100;2;4;sqrt;
7;300;2;4;sqrt;10.0
8;300;5;2;sqrt;10.0
9;100;10;4;0.3;
10;100;2;4;log2;10.0
11;100;2;1;log2;10.0
12;200;10;1;sqrt;20.0
13;200;5;2;log2;10.0
14;300;10;4;sqrt;10.0
15;200;2;4;0.3;10.0
16;100;5;2;0.3;
17;200;2;2;0.3;
18;200;5;4;0.3;10.0
19;500;2;2;sqrt;10.0
20;100;2;2;sqrt;
21;100;5;2;sqrt;10.0
22;200;10;1;sqrt;10.0
23;300;10;2;sqrt;20.0
24;500;10;1;sqrt;
25;300;5;1;sqrt;
26;200;10;1;0.3;
27;500;10;2;0.3;
28;500;5;2;sqrt;20.0
29;300;10;1;sqrt;20.0
30;500;5;2;sqrt;
