Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;sqrt;10.0
2;300;5;2;sqrt;20.0
3;500;5;1;0.3;
4;200;2;4;0.3;
5;100;10;1;log2;
6;200;10;1;log2;20.0
7;300;5;4;0.3;20.0
8;200;5;2;sqrt;
9;200;2;2;sqrt;20.0
10;200;2;4;log2;
11;300;5;4;sqrt;20.0
12;100;2;4;log2;10.0
13;300;5;1;sqrt;20.0
14;500;10;4;log2;20.0
15;200;10;4;log2;10.0
16;200;2;2;0.3;
17;200;2;2;log2;
18;300;5;4;log2;
19;200;2;1;0.3;20.0
20;500;2;4;0.3;20.0
21;100;10;2;log2;
22;300;10;2;sqrt;
23;500;2;2;log2;20.0
24;200;5;4;log2;20.0
25;100;5;4;log2;20.0
26;300;5;4;log2;20.0
27;500;2;1;0.3;20.0
28;500;5;4;sqrt;10.0
29;300;10;2;log2;20.0
30;200;2;1;log2;
