Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;1;log2;10.0
2;500;10;4;sqrt;10.0
3;200;10;2;sqrt;20.0
4;300;5;2;sqrt;
5;300;5;1;sqrt;10.0
6;200;2;4;0.3;20.0
7;500;5;1;0.3;
8;100;10;1;log2;
9;100;2;4;sqrt;20.0
10;300;10;2;sqrt;20.0
11;500;10;2;sqrt;20.0
12;500;2;1;log2;
13;500;2;1;0.3;20.0
14;500;10;4;log2;10.0
15;300;5;1;0.3;
16;500;2;2;log2;
17;300;10;1;0.3;
18;100;5;2;log2;20.0
19;300;5;1;0.3;10.0
20;200;10;2;log2;
21;500;5;4;log2;20.0
22;200;2;2;sqrt;20.0
23;300;10;2;log2;10.0
24;100;2;4;0.3;10.0
25;200;10;1;log2;10.0
26;100;2;4;log2;10.0
27;200;2;2;log2;
28;500;2;2;log2;20.0
29;200;10;1;sqrt;20.0
30;300;5;1;sqrt;
