Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;5;4;sqrt;10.0
2;300;10;1;log2;10.0
3;100;2;1;log2;10.0
4;300;10;1;0.3;10.0
5;200;2;2;sqrt;20.0
6;500;5;2;sqrt;
7;100;5;4;log2;
8;200;10;4;0.3;20.0
9;100;5;1;log2;20.0
10;300;10;2;0.3;
11;500;2;1;log2;20.0
12;500;2;4;0.3;
13;300;2;2;log2;10.0
14;200;2;4;log2;20.0
15;500;5;4;sqrt;10.0
16;200;10;2;sqrt;
17;500;5;1;sqrt;
18;300;2;4;log2;10.0
19;500;5;1;log2;20.0
20;300;10;4;0.3;10.0
21;300;10;1;sqrt;10.0
22;500;2;2;log2;10.0
23;100;10;4;log2;
24;100;2;1;0.3;20.0
25;300;10;4;sqrt;
26;200;10;2;log2;
27;500;10;2;sqrt;
28;100;10;2;sqrt;
29;100;2;2;log2;
30;500;2;2;sqrt;
