Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;log2;20.0
2;500;2;2;sqrt;20.0
3;100;10;4;log2;
4;200;5;1;0.3;20.0
5;500;5;2;0.3;
6;300;10;2;log2;20.0
7;100;5;4;log2;20.0
8;200;5;2;log2;10.0
9;200;2;2;0.3;
10;100;5;2;log2;
11;200;5;4;0.3;20.0
12;300;10;2;0.3;10.0
13;100;10;2;0.3;10.0
14;300;10;2;log2;
15;200;5;1;sqrt;10.0
16;300;10;1;sqrt;20.0
17;500;5;4;sqrt;
18;300;5;1;log2;20.0
19;100;5;2;0.3;20.0
20;200;10;1;sqrt;10.0
21;200;2;4;sqrt;20.0
22;100;2;1;log2;
23;100;10;4;0.3;10.0
24;300;2;1;0.3;20.0
25;100;10;2;sqrt;
26;200;2;1;log2;
27;300;10;4;0.3;
28;100;5;1;log2;10.0
29;200;10;4;0.3;20.0
30;500;5;4;sqrt;20.0
