Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;1;log2;20.0
2;200;5;4;0.3;10.0
3;500;5;4;sqrt;20.0
4;200;10;2;sqrt;
5;500;10;2;sqrt;20.0
6;200;10;2;sqrt;10.0
7;500;5;1;log2;
8;200;5;1;sqrt;10.0
9;300;2;1;sqrt;
10;100;5;1;log2;
11;200;5;1;log2;
12;100;10;4;0.3;
13;500;5;4;sqrt;10.0
14;300;5;1;sqrt;10.0
15;300;5;1;sqrt;20.0
16;300;2;2;sqrt;20.0
17;200;10;2;0.3;20.0
18;500;10;1;0.3;
19;300;2;4;log2;20.0
20;200;5;1;sqrt;
21;200;10;1;sqrt;10.0
22;500;10;4;log2;10.0
23;200;2;4;log2;20.0
24;500;10;4;log2;20.0
25;100;2;4;log2;10.0
26;300;10;4;0.3;10.0
27;500;5;2;0.3;20.0
28;200;5;1;sqrt;20.0
29;100;10;1;log2;10.0
30;100;10;2;sqrt;
