Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;2;0.3;20.0
2;100;10;2;sqrt;
3;100;2;2;sqrt;20.0
4;200;2;4;sqrt;10.0
5;500;5;4;log2;10.0
6;200;10;2;0.3;10.0
7;500;2;2;sqrt;
8;100;2;4;sqrt;
9;200;10;2;log2;
10;300;2;1;sqrt;20.0
11;100;5;4;0.3;
12;100;2;2;0.3;
13;200;2;1;0.3;10.0
14;300;10;4;0.3;20.0
15;300;2;2;0.3;10.0
16;500;10;1;0.3;20.0
17;300;2;2;log2;
18;200;2;1;0.3;20.0
19;300;10;1;0.3;10.0
20;300;2;1;0.3;20.0
21;300;5;2;log2;
22;100;5;1;sqrt;
23;500;10;4;log2;
24;200;10;2;0.3;20.0
25;300;2;1;sqrt;
26;100;10;2;log2;
27;100;2;4;log2;10.0
28;100;2;1;0.3;10.0
29;300;10;4;0.3;
30;100;10;4;sqrt;10.0
