Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;10.0
2;100;5;2;0.3;20.0
3;200;2;1;0.3;20.0
4;300;2;1;log2;20.0
5;200;5;1;0.3;
6;200;10;1;sqrt;
7;200;2;4;log2;20.0
8;100;5;1;0.3;20.0
9;100;10;1;log2;20.0
10;300;5;4;log2;20.0
11;500;5;1;sqrt;10.0
12;500;10;1;log2;
13;500;5;1;0.3;20.0
14;100;10;1;sqrt;
15;100;10;4;sqrt;10.0
16;300;10;4;log2;
17;200;10;4;sqrt;10.0
18;300;5;2;0.3;20.0
19;100;2;4;0.3;20.0
20;300;2;4;log2;
21;200;5;4;sqrt;
22;500;10;4;0.3;
23;100;2;2;sqrt;
24;100;2;4;sqrt;
25;300;2;1;log2;
26;300;5;4;log2;10.0
27;200;10;2;log2;
28;200;2;2;log2;
29;100;5;4;0.3;20.0
30;100;5;4;0.3;10.0
