Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;5;4;0.3;20.0
2;500;2;1;log2;20.0
3;300;2;4;log2;10.0
4;200;10;2;log2;
5;300;2;2;0.3;20.0
6;100;10;1;sqrt;
7;200;2;4;0.3;10.0
8;100;2;1;sqrt;10.0
9;300;5;2;log2;10.0
10;200;2;4;sqrt;20.0
11;200;5;4;log2;10.0
12;200;5;4;sqrt;
13;200;2;1;log2;
14;300;10;1;log2;10.0
15;300;10;4;sqrt;10.0
16;200;10;4;log2;
17;100;10;2;0.3;10.0
18;100;10;2;0.3;20.0
19;500;2;4;0.3;
20;500;5;4;sqrt;
21;500;10;1;sqrt;20.0
22;300;2;1;sqrt;10.0
23;500;10;1;sqrt;
24;300;10;4;log2;10.0
25;200;10;2;0.3;
26;200;10;1;0.3;20.0
27;100;10;1;log2;10.0
28;500;2;1;sqrt;10.0
29;300;5;2;sqrt;
30;500;2;2;0.3;20.0
