Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;0.3;
2;200;2;1;0.3;
3;100;5;1;sqrt;10.0
4;300;5;2;sqrt;10.0
5;100;5;1;log2;
6;300;10;1;sqrt;10.0
7;200;10;4;log2;10.0
8;100;10;1;log2;
9;100;2;2;0.3;
10;300;2;1;sqrt;
11;300;10;1;log2;10.0
12;500;2;4;0.3;20.0
13;200;5;4;log2;
14;100;5;4;log2;
15;100;2;4;sqrt;10.0
16;500;10;2;log2;20.0
17;200;10;1;log2;10.0
18;100;2;2;0.3;20.0
19;200;5;4;0.3;20.0
20;300;5;2;log2;10.0
21;300;10;4;log2;20.0
22;100;10;4;log2;10.0
23;300;10;1;0.3;10.0
24;500;5;2;0.3;20.0
25;100;2;2;sqrt;20.0
26;500;5;1;0.3;
27;300;2;4;log2;20.0
28;500;5;4;0.3;20.0
29;200;2;1;log2;
30;300;5;4;sqrt;20.0
