Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;200;10;1;0.3;20.0
2;500;10;1;0.3;10.0
3;500;2;4;sqrt;
4;500;2;2;0.3;10.0
5;500;10;4;0.3;10.0
6;300;5;1;0.3;10.0
7;200;5;4;log2;
8;200;10;4;0.3;20.0
9;300;10;4;0.3;
10;300;2;1;sqrt;
11;200;5;1;sqrt;20.0
12;500;5;2;log2;20.0
13;100;10;2;0.3;20.0
14;200;10;1;log2;20.0
15;500;5;2;0.3;20.0
16;300;2;4;sqrt;20.0
17;100;10;1;sqrt;10.0
18;300;10;1;log2;20.0
19;200;5;1;sqrt;
20;200;2;4;sqrt;10.0
21;100;2;1;0.3;
22;200;5;2;log2;10.0
23;100;10;1;sqrt;
24;100;2;1;log2;10.0
25;300;2;2;log2;20.0
26;100;5;4;0.3;10.0
27;300;2;1;0.3;20.0
28;200;2;1;sqrt;10.0
29;200;2;1;sqrt;20.0
30;500;2;1;log2;20.0
