Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;5;1;0.3;10.0
2;100;2;4;sqrt;20.0
3;100;2;2;log2;
4;300;5;4;0.3;
5;200;10;4;0.3;10.0
6;300;10;1;sqrt;10.0
7;100;5;1;0.3;
8;200;5;1;log2;10.0
9;500;5;2;0.3;10.0
10;200;2;4;sqrt;
11;200;10;4;sqrt;10.0
12;200;10;1;sqrt;10.0
13;500;10;2;log2;20.0
14;300;5;2;sqrt;10.0
15;500;10;2;log2;
16;300;10;1;log2;20.0
17;500;5;1;log2;10.0
18;500;10;1;sqrt;10.0
19;500;2;4;log2;
20;100;2;4;log2;10.0
21;200;2;4;log2;
22;300;10;4;log2;
23;100;2;2;0.3;10.0
24;100;10;2;sqrt;20.0
25;500;10;1;sqrt;20.0
26;100;5;2;sqrt;10.0
27;200;5;1;0.3;20.0
28;300;5;2;sqrt;20.0
29;500;2;1;0.3;10.0
30;500;2;4;sqrt;
