Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;0.3;10.0
2;300;2;4;log2;10.0
3;200;2;1;0.3;
4;500;2;4;sqrt;10.0
5;200;2;4;sqrt;10.0
6;100;5;4;log2;10.0
7;100;10;1;log2;
8;500;2;4;0.3;10.0
9;200;5;1;sqrt;10.0
10;200;2;1;sqrt;10.0
11;300;2;1;sqrt;
12;500;10;2;log2;20.0
13;200;5;2;log2;
14;500;10;4;0.3;20.0
15;500;10;1;log2;
16;100;5;1;log2;20.0
17;100;5;4;log2;20.0
18;100;10;2;log2;20.0
19;500;5;4;sqrt;10.0
20;200;10;4;0.3;20.0
21;100;10;1;sqrt;20.0
22;300;10;2;0.3;
23;300;2;1;log2;20.0
24;500;5;2;sqrt;10.0
25;300;2;1;sqrt;20.0
26;200;5;2;sqrt;
27;200;5;4;log2;10.0
28;100;5;2;sqrt;20.0
29;200;5;2;log2;10.0
30;200;2;4;log2;
