Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;2;4;log2;10.0
2;500;2;2;0.3;
3;500;5;1;log2;10.0
4;500;10;2;sqrt;
5;300;2;2;log2;20.0
6;200;2;2;sqrt;20.0
7;300;10;1;0.3;20.0
8;100;10;4;log2;20.0
9;300;5;4;0.3;20.0
10;300;10;2;sqrt;
11;500;2;1;0.3;10.0
12;200;2;4;log2;10.0
13;500;10;2;sqrt;10.0
14;200;2;2;log2;10.0
15;300;10;4;log2;
16;200;10;2;0.3;
17;500;2;1;sqrt;20.0
18;300;10;1;log2;20.0
19;500;2;2;sqrt;20.0
20;100;5;1;sqrt;20.0
21;500;10;2;log2;20.0
22;300;5;4;0.3;
23;200;10;1;log2;20.0
24;200;2;1;0.3;
25;300;10;1;0.3;10.0
26;200;5;1;log2;
27;200;10;2;sqrt;
28;500;10;1;sqrt;
29;500;10;1;log2;
30;300;5;2;sqrt;20.0
