Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;log2;
2;300;5;4;sqrt;20.0
3;500;10;4;log2;
4;500;5;2;0.3;10.0
5;100;10;1;sqrt;20.0
6;300;10;4;sqrt;
7;100;2;2;sqrt;20.0
8;500;10;2;sqrt;10.0
9;200;10;4;log2;20.0
10;100;2;2;sqrt;
11;200;5;1;log2;10.0
12;100;10;2;log2;
13;500;2;1;sqrt;20.0
14;500;2;1;0.3;10.0
15;100;5;1;sqrt;10.0
16;500;2;1;0.3;
17;200;2;2;0.3;20.0
18;200;2;4;0.3;
19;100;10;4;0.3;
20;500;10;4;sqrt;20.0
21;200;10;1;log2;20.0
22;300;5;1;log2;20.0
23;100;2;4;sqrt;10.0
24;200;5;4;0.3;20.0
25;200;5;4;sqrt;
26;500;5;2;log2;20.0
27;300;5;2;0.3;10.0
28;100;5;2;0.3;20.0
29;200;5;2;sqrt;10.0
30;200;2;1;0.3;10.0
