Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;2;4;sqrt;20.0
2;100;10;4;0.3;
3;500;10;2;sqrt;
4;300;2;1;0.3;20.0
5;100;10;1;log2;
6;300;10;2;log2;
7;200;5;2;log2;20.0
8;100;2;2;log2;20.0
9;100;5;2;log2;10.0
10;300;2;1;0.3;
11;100;10;4;log2;10.0
12;100;2;2;0.3;20.0
13;500;2;2;0.3;20.0
14;100;10;1;sqrt;
15;300;2;4;0.3;10.0
16;300;10;1;log2;20.0
17;300;5;4;0.3;
18;200;5;1;sqrt;20.0
19;200;2;2;0.3;20.0
20;100;2;1;log2;20.0
21;500;5;2;sqrt;20.0
22;200;5;1;log2;20.0
23;100;10;4;0.3;10.0
24;100;2;4;log2;10.0
25;300;2;2;log2;10.0
26;500;5;2;log2;10.0
27;200;5;4;0.3;10.0
28;500;10;1;sqrt;20.0
29;500;2;2;sqrt;10.0
30;200;5;1;log2;10.0
