Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;2;sqrt;10.0
2;200;5;4;sqrt;
3;200;10;4;0.3;20.0
4;500;2;2;log2;20.0
5;500;10;2;log2;10.0
6;200;10;2;log2;10.0
7;500;2;4;log2;20.0
8;300;5;2;0.3;10.0
9;200;5;4;sqrt;20.0
10;300;2;1;log2;20.0
11;300;5;4;log2;
12;500;2;4;0.3;20.0
13;200;5;2;log2;10.0
14;100;2;2;sqrt;10.0
15;300;10;4;0.3;20.0
16;200;2;1;sqrt;20.0
17;500;2;2;0.3;10.0
18;100;5;2;sqrt;
19;500;5;2;0.3;10.0
20;500;2;2;log2;10.0
21;500;5;4;0.3;20.0
22;500;5;2;sqrt;10.0
23;500;5;1;log2;10.0
24;500;10;4;log2;10.0
25;500;5;2;sqrt;
26;100;2;1;log2;
27;200;10;2;0.3;10.0
28;300;5;4;0.3;
29;300;2;1;0.3;
30;300;5;2;sqrt;
