Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;log2;10.0
2;300;5;2;0.3;
3;100;5;2;0.3;10.0
4;200;5;4;log2;
5;200;10;4;log2;20.0
6;300;5;4;0.3;10.0
7;100;10;1;sqrt;
8;500;2;2;log2;
9;500;10;1;log2;20.0
10;300;5;1;0.3;20.0
11;100;2;1;sqrt;10.0
12;100;5;4;0.3;10.0
13;200;5;4;sqrt;20.0
14;500;10;1;log2;
15;500;10;1;log2;10.0
16;200;5;2;0.3;
17;300;10;4;0.3;20.0
18;300;10;2;log2;
19;500;10;2;log2;10.0
20;300;2;4;log2;20.0
21;500;2;1;sqrt;20.0
22;100;2;1;log2;
23;300;10;1;0.3;
24;200;2;2;log2;20.0
25;100;2;4;log2;20.0
26;100;10;4;sqrt;10.0
27;500;2;4;log2;
28;500;5;4;log2;10.0
29;100;10;1;sqrt;20.0
30;100;10;1;log2;
