Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;4;0.3;10.0
2;200;10;4;log2;
3;300;2;4;0.3;
4;100;5;1;log2;20.0
5;100;2;4;log2;
6;300;5;4;log2;10.0
7;500;10;1;log2;10.0
8;100;10;4;sqrt;20.0
9;500;5;1;sqrt;10.0
10;100;10;1;sqrt;10.0
11;300;2;4;log2;20.0
12;100;5;1;sqrt;20.0
13;100;10;4;0.3;20.0
14;300;5;1;0.3;
15;300;10;4;sqrt;20.0
16;200;10;1;0.3;
17;100;2;1;log2;20.0
18;300;5;1;log2;20.0
19;300;5;4;0.3;20.0
20;500;2;2;0.3;10.0
21;500;10;4;0.3;
22;100;2;2;sqrt;20.0
23;100;10;2;sqrt;10.0
24;100;10;1;0.3;20.0
25;200;2;4;log2;
26;300;2;4;0.3;10.0
27;500;5;4;0.3;10.0
28;200;2;2;0.3;10.0
29;300;10;1;log2;10.0
30;300;2;2;log2;
