Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;2;sqrt;10.0
2;300;10;1;0.3;10.0
3;100;2;1;0.3;20.0
4;500;5;4;log2;20.0
5;500;10;1;log2;
6;200;5;1;0.3;
7;500;10;1;sqrt;
8;200;10;2;log2;10.0
9;200;5;2;0.3;
10;100;2;1;0.3;
11;300;10;1;0.3;
12;300;10;4;sqrt;
13;200;2;2;sqrt;
14;200;2;4;0.3;
15;200;10;2;sqrt;20.0
16;300;2;1;log2;
17;300;2;1;sqrt;10.0
18;500;10;4;log2;
19;500;10;2;0.3;
20;100;5;1;log2;10.0
21;200;10;4;sqrt;
22;100;5;4;0.3;20.0
23;500;2;1;log2;
24;100;5;1;sqrt;20.0
25;300;5;2;0.3;10.0
26;100;10;1;0.3;10.0
27;500;10;4;log2;20.0
28;300;5;4;log2;10.0
29;100;10;1;0.3;20.0
30;200;5;1;log2;
