Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;2;4;sqrt;20.0
2;300;2;4;log2;20.0
3;200;10;2;0.3;10.0
4;500;2;1;sqrt;10.0
5;200;5;2;0.3;10.0
6;200;5;2;log2;20.0
7;200;5;2;0.3;20.0
8;300;2;2;log2;10.0
9;200;5;4;sqrt;
10;100;10;4;0.3;10.0
11;100;2;2;0.3;
12;300;2;2;log2;20.0
13;100;2;2;log2;20.0
14;500;10;2;sqrt;
15;200;2;2;0.3;10.0
16;500;2;1;log2;20.0
17;100;2;1;0.3;
18;500;10;4;0.3;10.0
19;100;2;4;log2;20.0
20;100;5;1;sqrt;
21;500;5;4;0.3;
22;300;10;2;log2;20.0
23;100;2;4;log2;10.0
24;200;10;2;log2;20.0
25;200;5;1;log2;
26;300;2;4;sqrt;10.0
27;100;10;4;log2;10.0
28;300;5;4;sqrt;
29;200;10;4;0.3;10.0
30;300;5;1;0.3;10.0
