Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;10;4;log2;
2;100;5;1;sqrt;10.0
3;200;5;1;log2;10.0
4;500;10;2;sqrt;
5;300;2;2;sqrt;10.0
6;100;10;2;log2;10.0
7;200;10;2;log2;10.0
8;500;2;2;0.3;
9;200;10;1;0.3;
10;500;5;4;log2;20.0
11;200;2;1;log2;20.0
12;100;5;2;sqrt;
13;500;2;4;0.3;20.0
14;500;10;4;0.3;
15;500;2;2;0.3;20.0
16;300;2;4;sqrt;10.0
17;200;2;4;0.3;
18;500;5;1;sqrt;
19;200;2;4;log2;10.0
20;100;5;4;sqrt;10.0
21;200;5;1;0.3;
22;100;2;1;sqrt;10.0
23;300;10;1;log2;20.0
24;100;10;4;0.3;10.0
25;200;2;4;sqrt;20.0
26;100;2;2;log2;20.0
27;100;2;2;sqrt;
28;100;2;2;0.3;10.0
29;200;2;1;sqrt;10.0
30;500;5;4;log2;10.0
