Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;2;0.3;
2;100;2;4;0.3;10.0
3;500;10;2;sqrt;10.0
4;200;2;2;0.3;10.0
5;500;5;1;log2;
6;500;5;1;0.3;10.0
7;200;2;1;sqrt;
8;300;5;4;0.3;10.0
9;100;2;1;0.3;20.0
10;200;5;4;0.3;20.0
11;100;5;1;0.3;10.0
12;200;10;1;0.3;20.0
13;100;10;4;log2;10.0
14;200;10;2;log2;
15;300;5;2;sqrt;
16;200;2;1;sqrt;20.0
17;500;2;2;log2;
18;100;2;1;sqrt;10.0
19;100;10;4;sqrt;20.0
20;200;10;4;sqrt;20.0
21;300;5;1;0.3;
22;500;10;4;sqrt;10.0
23;300;10;1;0.3;10.0
24;200;10;2;sqrt;10.0
25;200;2;2;0.3;
26;100;2;4;sqrt;20.0
27;100;10;2;sqrt;
28;100;5;1;0.3;20.0
29;300;10;2;sqrt;20.0
30;200;5;2;log2;10.0
