Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;log2;20.0
2;500;5;1;sqrt;20.0
3;500;5;1;log2;10.0
4;500;5;1;0.3;20.0
5;300;10;2;log2;10.0
6;500;10;1;sqrt;20.0
7;500;2;2;0.3;
8;200;5;1;sqrt;20.0
9;500;10;4;sqrt;20.0
10;500;10;4;log2;10.0
11;200;10;2;sqrt;10.0
12;500;2;4;log2;10.0
13;200;10;4;0.3;10.0
14;500;2;4;0.3;20.0
15;100;5;4;log2;10.0
16;500;10;4;log2;
17;100;2;1;log2;10.0
18;500;10;1;0.3;
19;500;10;2;sqrt;20.0
20;300;10;4;0.3;
21;100;5;1;log2;
22;100;5;4;0.3;10.0
23;200;10;1;log2;20.0
24;100;2;2;0.3;20.0
25;300;10;2;log2;20.0
26;300;10;1;sqrt;20.0
27;200;2;4;0.3;20.0
28;100;10;2;0.3;
29;100;5;1;sqrt;20.0
30;500;10;1;log2;10.0
