Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;500;10;2;0.3;20.0
2;200;2;4;log2;
3;300;2;2;log2;
4;500;10;1;0.3;20.0
5;100;10;4;0.3;20.0
6;200;2;2;sqrt;
7;100;5;4;sqrt;10.0
8;100;2;1;0.3;10.0
9;300;5;2;0.3;10.0
10;500;2;1;0.3;10.0
11;200;5;1;log2;
12;500;5;4;log2;
13;500;5;2;sqrt;20.0
14;500;2;4;log2;20.0
15;300;2;1;sqrt;10.0
16;100;2;2;sqrt;20.0
17;300;2;2;sqrt;10.0
18;500;5;2;sqrt;
19;300;10;4;sqrt;20.0
20;100;2;4;sqrt;20.0
21;300;10;4;sqrt;
22;500;2;4;0.3;10.0
23;200;10;4;sqrt;
24;200;10;4;0.3;10.0
25;500;2;1;0.3;
26;300;2;4;sqrt;
27;300;2;2;sqrt;
28;100;10;1;log2;20.0
29;200;10;1;sqrt;10.0
30;200;5;1;0.3;
