Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;300;5;1;0.3;20.0
2;500;5;4;sqrt;10.0
3;100;2;1;sqrt;
4;500;2;1;log2;20.0
5;300;10;4;0.3;20.0
6;500;2;1;0.3;
7;100;5;2;log2;20.0
8;100;5;1;0.3;
9;300;10;4;sqrt;20.0
10;500;2;1;sqrt;
11;200;5;2;log2;10.0
12;500;5;2;log2;20.0
13;300;2;1;sqrt;20.0
14;500;5;4;0.3;10.0
15;300;5;4;sqrt;10.0
16;100;2;4;0.3;10.0
17;100;5;4;sqrt;10.0
18;100;2;1;0.3;20.0
19;200;2;1;log2;
20;300;2;1;sqrt;10.0
21;500;5;2;sqrt;
22;100;10;2;0.3;
23;300;5;4;log2;20.0
24;300;10;4;0.3;
25;100;5;1;log2;
26;100;10;4;log2;10.0
27;200;10;1;0.3;20.0
28;300;5;4;log2;
29;200;5;1;log2;20.0
30;300;2;2;log2;20.0
