Iteration;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
1;100;10;4;log2;10.0
2;300;5;2;0.3;10.0
3;300;10;1;sqrt;10.0
4;300;2;2;log2;20.0
5;300;2;1;sqrt;
6;100;5;4;log2;10.0
7;500;5;2;0.3;10.0
8;100;5;2;log2;10.0
9;500;5;1;0.3;10.0
10;200;10;4;sqrt;10.0
11;100;2;1;sqrt;10.0
12;200;5;2;0.3;
13;200;2;2;log2;
14;100;10;1;0.3;20.0
15;300;2;4;sqrt;
16;300;5;1;0.3;10.0
17;100;10;2;sqrt;10.0
18;200;10;1;sqrt;20.0
19;500;2;4;sqrt;10.0
20;500;10;4;0.3;20.0
21;100;2;2;sqrt;
22;500;5;4;log2;20.0
23;200;5;2;0.3;20.0
24;300;5;1;log2;20.0
25;100;10;1;log2;
26;100;5;1;sqrt;20.0
27;200;10;2;sqrt;20.0
28;200;2;2;log2;20.0
29;500;5;2;log2;20.0
30;100;2;2;sqrt;10.0
